Name|Description
elemental-touched-ua|Source: Unearthed Arcana 83 - Giant OptionsYou’ve been exposed to the primordial magic of the Elemental Planes, granting you a measure of control over the natural world around you. You learn the either theDruidcraftorThaumaturgycantrip, using Intelligence, Wisdom, or Charisma as the spellcasting ability (choose when you gain this feat).Whenever you finish a long rest, you can choose which element you are attuned to: Air, Earth, Fire, or Water. Depending on your choice, you can use a bonus action to cause one of the following effects:Air.You gain a fly speed equal to your walking speed until the end of your turn. If you are airborne at the end of your turn after using this movement and aren’t held aloft by other means, you fall.Earth.You cause the ground within 30 feet of you to become difficult terrain for 1 minute or until you create this effect again. During that time, you can move across ground that is difficult terrain without spending extra movement.Fire.You surround yourself in a cloud of ash and smoke. Until the end of your turn, your movement doesn’t provoke opportunity attacks.Water.You can create a forceful surge of water directed at a creature within 15 feet of you that you can see. The creature must succeed on a Strength saving throw (which it can choose to fail) against a DC equal to 8 + your spellcasting ability modifier + your proficiency bonus or be pushed up to 10 feet away from you. The water vanishes immediately after the creature succeeds or fails.You can create this effect a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
ember-of-the-fire-giant-ua|Source: Unearthed Arcana 83 - Giant OptionsPrerequisite: 8th LevelYou’ve manifested the fiery combat emblematic of fire giants, granting you the following benefits:Born of Flame.You have resistance to fire damage.Searing Ignition.When you take the Attack action on your turn, you can replace one of your attacks with a magical burst of flame. Each creature of your choice within 15 feet of you that can see you must make a Dexterity saving throw (DC equals 8 + your proficiency bonus + your Constitution modifier). On a failed save, a creature takes fire damage equal to 2d6 + your proficiency bonus and is blinded until the start of your next turn; on a successful save, the creature takes half as much damage with no additional effects. You can use your Searing Ignition a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
ember-of-the-fire-giant-revised-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level,Strike of the Giants(Fire Giant) FeatYou’ve manifested the fiery combat emblematic of firegiants, granting you the following benefits:Ability Score Increase.Increase your Strength, Constitution, or Wisdom score by 1, to a maximum of 20.Born of Flame.You have resistance to fire damage.Searing Ignition.When you take the Attack action on your turn, you can replace a single attack with a magical burst of flame. Each creature of your choice within 15 feet of you that can see you must make a Dexterity saving throw (DC equals 8 + your proficiency bonus + the modifier of the ability increased by this feat). On a failed save, a creature takes fire damage equal to 1d8 + your proficiency bonus, and it is blinded until the start of your next turn. On a successful save, the creature takes half as much damage and isn’t blinded. You can use your Searing Ignition a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
empathic|Source: Unearthed Arcana 38 - Feats for SkillsYou possess keen insight into how other people think and feel. You gain the following benefits:Increase your Wisdom score by 1, to a maximum of 20.You gain proficiency in the Insight skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.You can use your action to try to get uncanny insight about one humanoid you can see within 30 feet of you. Make a Wisdom (Insight) check contested by the target’s Charisma (Deception) check. If your check succeeds, you have advantage on attack rolls and ability checks against the target until the end of your next turn.
fell-handed|Source: Unearthed Arcana 14 - FeatsYou master the handaxe, battleaxe, greataxe, warhammer, and maul. You gain the following benefits when using any of them:You gain a +1 bonus to attack rolls you make with the weapon.Whenever you have advantage on a melee attack roll you make with the weapon and hit, you can also knock the target prone if the lower of the two d20 rolls would also hit the target.Whenever you have disadvantage on a melee attack roll you make with the weapon, the target takes bludgeoning damage equal to your Strength modifier (minimum of 0) if the attack misses but the higher of the two d20 rolls would have hit.If you use the Help action to aid an ally's melee attack while you're wielding the weapon, you knock the target's shield aside momentarily. In addition to the ally gaining advantage on the attack roll, the ally gains a +2 bonus to the roll if the target is using a shield
flail-mastery|Source: Unearthed Arcana 15 - FeatsThe flail is a tricky weapon to use, but you have spent countless hours mastering it. You gain the following benefits:You gain a +1 bonus to attack rolls you make with a flail.As a bonus action on your turn, you can prepare yourself to extend your flail to sweep over targets’ shields. Until the end of this turn, your attack rolls with a flail gain a +2 bonus against any target using a shield.When you hit with an opportunity attack using a flail, the target must succeed on a Strength saving throw (DC 8 + your proficiency bonus + your Strength modifier) or be knocked prone.
fury-of-the-frost-giant-ua|Source: Unearthed Arcana 83 - Giant OptionsPrerequisite: 4th LevelYou’ve manifested the icy might emblematic of frost giants, granting you the following benefits:Born of Ice.You have resistance to cold damage.Frigid Vengeance.When a creature hits you with an attack roll, you can use your reaction to retaliate with a burst of magical ire. The creature must succeed on a Wisdom saving throw (DC equals 8 + your proficiency bonus + your Constitution modifier) or be frightened of you until the start of its next turn. You can use your reaction in this way a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
fury-of-the-frost-giant-revised-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level,Strike of the Giants(Frost Giant) FeatYou’ve manifested the icy might emblematic of frost giants, granting you the following benefits:Ability Score Increase.Increase your Strength, Constitution, or Wisdom score by 1, to a maximum of 20.Born of Ice.You have resistance to cold damage.Frigid Retaliation.Immediately after a creature you can see within 30 feet of you hits you with an attack roll and deals damage, you can use your reaction to retaliate with a conjured blast of ice. The creature must make a Constitution saving throw (DC equals 8 + your proficiency bonus + the modifier of the ability increased by this feat). On a failed save, it takes 1d8 + your proficiency bonus cold damage, and its speed is halved until the end of its next turn. You can use this reaction a number of times equal to your proficiency bonus, and you regain all expended uses when you finish a long rest.
guile-of-the-cloud-giant-ua|Source: Unearthed Arcana 83 - Giant OptionsPrerequisite: 8th LevelYou’ve manifested the airy speech and magic emblematic of cloud giants, granting you the following benefits:Misty Form.You can cast theBlurspell without using a spell slot or material components. When you cast the spell in this way, the spell doesn’t require you to maintain concentration on it. Once you cast the spell in this way, you can’t do so again until you finish a long rest. You can also cast this spell in the normal way using spell slots you have of the appropriate level. Intelligence, Wisdom, or Charisma is your spellcasting ability for this feature (choose when you gain this feat).Silver Tongue.You gain proficiency in either the Deception or Persuasion skill. Your proficiency bonus is doubled for any ability check you make using this skill.
guile-of-the-cloud-giant-revised-ua|Source: Unearthed Arcana 85 - Wonders of the MultiversePrerequisite: 4th Level,Strike of the Giants(Cloud Giant) FeatYou’ve manifested the airy speech and magic emblematic of cloud giants, granting you the following benefits:Ability Score Increase.Increase your Dexterity, Constitution, or Charisma score by 1, to a maximum of 20.Cloudy Escape.When a creature you can see hits you with an attack roll, you can use your reaction to give yourself resistance to that attack’s damage. You then teleport to an unoccupied space that youcan see within 30 feet of yourself. You can use this reaction a number of times equal to half your proficiency bonus (rounded up), and you regain all expended uses when you finish a long rest.
gourmand|Source: Unearthed Arcana 15 - FeatsYou have mastered a variety of special recipes, allowing you to prepare exotic dishes with useful effects. You gain the following benefits:Increase your Constitution score by 1, to a maximum of 20.You gain proficiency with cook’s utensils. If you are already proficient with them, you add double your proficiency bonus to checks you make with them.As an action, you can inspect a drink or plate of food within 5 feet of you and determine whether it is poisoned, provided that you can see and smell it.During a long rest, you can prepare and serve a meal that helps you and your allies recover from the rigors of adventuring, provided you have suitable food, cook’s utensils, and other supplies on hand. The meal serves up to six people, and each person who eats it regains two additional Hit Dice at the end of the long rest. In addition, those who partake of the meal have advantage on Constitution saving throws against disease for the next 24 hours.
greater-dragonmark|Source: Wayfinder's Guide to EberronPrerequisite: 8th level, character must possess a dragonmarkYour dragonmark has grown in size and power. This enhances your existing dragonmark, and the benefits are based on the mark that you already possess. A greater dragonmark provides the following benefits:The die type of your dragonmarked Intuition Die increases by one (for example, from a d4 to a d6).Increase one ability score by 1, to a maximum of 20. The abilities available to you are based on your mark, as shown on the Greater Dragonmark Benefits table.You learn a set of spells, each of which you can cast once without expending a spell slot or using a material component. The list of spells, the spellcasting ability for them, and the type of rest you must complete to regain the use of these spells are shown on the Greater Dragonmark Benefits table.Greater Dragonmarks BenefitsDragonmarkAbilitySpellsSpellcasting AbilityRest RequiredDetectionCharisma or IntelligenceSee Invisibility,True SeeingIntelligenceLongFindingDexterity, Strength, or WisdomLocate Creature,Find the PathWisdomLongHandlingDexterity or WisdomBeast Sense,Dominate BeastWisdomLongHealingDexterity or WisdomMass Healing Word,Greater RestorationWisdomLongHospitalityCharisma or DexteritySanctuary,Mordenkainen's Magnificent MansionCharismaLongMakingDexterity or IntelligenceFabricate,CreationIntelligenceLongPassageDexterity or ConstitutionBlink,Teleportation CircleConstitutionLongScribingIntelligence or CharismaSending,TonguesIntelligenceLong or ShortSentinelStrength or WisdomCompelled Duel,Warding BondWisdomLong or ShortShadowCharisma or DexterityNondetection,MisleadCharismaLongStormCharisma or DexterityControl Water,Control WindsCharismaLongWardingDexterity or IntelligenceKnock,Glyph of Warding,Leomund's Secret Chest**IntelligenceLong** To castLeomund’s Secret Chestusing this feat and the Mark of Warding, you must have a Siberys dragonshard with a value of at least 100 gp. While you have this dragonshard in hand, it serves as the spell’s focus, and you can use it to summon and dismiss the chest.
historian|Source: Unearthed Arcana 38 - Feats for SkillsYour study of history rewards you with the following benefits:• Increase your Intelligence score by 1, to a maximum of 20.• You gain proficiency in the History skill. If you are already proficient in the skill, you add double your proficiency bonus to checks you make with it.• When you take the Help action to aid another creature’s ability check, you can make a DC 15 Intelligence (History) check. On a success, that creature’s check gains a bonus equal to your proficiency bonus, as you share pertinent advice and historical examples. To receive this bonus, the creature must be able to understand what you’re saying.
initiate-of-high-sorcery-ua|Source: Unearthed Arcana 81 - Heroes of KrynnPrerequisite: Apprentice of High SorceryYou've received training from magic-users affiliated with the Mages of High Sorcery.Choose one of the three moons of Krynn, each of which is associated with a distinct type of magic: the black moon, Nuitari; the red moon, Lunitari; or the white moon Solinari. You learn one cantrip and one 1st-level spell based on the moon you choose, as specified in the Lunar Spells table.You can cast the chosen 1st-level spell without a spell slot, and you must finish a long rest before you can cast it in this way again. You can also cast the spell using any spell slots you have.Your spellcasting ability for this feat’s spells is Intelligence, Wisdom, or Charisma (choose when you select this feat).Lunar SpellsMoonCantrips1st-Level SpellNuitariChoose one fromChill Touch,Mage Hand, andVicious MockeryChoose one 1st-level wizard spell from theEvocationorNecromancyschool of magic.LunitariChoose one fromGuidance,Message, andPrestidigitationChoose one 1st-level wizard spell from theDivinationorTransmutationschool of magic.SolinariChoose one fromProduce Flame,Resistance, andSpare the DyingChoose one 1st-level wizard spell from theAbjurationorConjurationschool of magic.
